"BATHRM","HF_BATHRM","AC","BEDRM","AYB","EYB","QUALIFIED","GBA","STRUCT","CNDTN","ROOF","FIREPLACES","WARD","PRICE_TRANS","GRADE_MEDIAN_PRICE"
3,0,"N",5,1925,1954,"Q",1472,"Expensive","Bad","Expensive",0,"Ward 4",790.569415042095,663.25
2,1,"N",4,1925,1954,"U",1512,"Expensive","Bad","Cheap",0,"Ward 4",787.40015240029,663.25
2,0,"N",3,1924,1954,"Q",1508,"Expensive","Bad","Cheap",0,"Ward 4",785.811682275086,663.25
2,0,"N",5,1925,1954,"Q",1508,"Expensive","Bad","Cheap",0,"Ward 4",806.163755077093,663.25
1,1,"N",3,1909,1943,"Q",1458,"Expensive","Bad","Cheap",1,"Ward 4",821.583836257749,663.25
3,1,"Y",4,1925,1964,"Q",1404,"Expensive","Good","Cheap",0,"Ward 4",839.940474081348,663.25
1,1,"N",2,1926,1943,"U",800,"Expensive","Bad","Cheap",0,"Ward 4",663.32495807108,663.25
3,1,"Y",4,1926,1982,"Q",1056,"Expensive","Good","Cheap",0,"Ward 4",839.642781187333,663.25
2,0,"N",2,1926,1954,"Q",928,"Expensive","Bad","Cheap",0,"Ward 4",651.152823843988,663.25
1,0,"N",2,1926,1954,"U",800,"Expensive","Bad","Cheap",0,"Ward 4",631.66446789415,663.25
1,1,"N",3,1950,1950,"U",1260,"Cheap","Bad","Cheap",0,"Ward 4",331.66247903554,663.25
2,1,"Y",3,1950,1969,"Q",1260,"Cheap","Good","Cheap",0,"Ward 4",703.480632284927,663.25
2,0,"Y",3,1961,1977,"Q",1282,"Expensive","Bad","Cheap",0,"Ward 4",721.089453535413,663.25
2,1,"N",3,1927,1954,"U",1252,"Cheap","Bad","Cheap",0,"Ward 4",705.073755007233,663.25
3,1,"Y",4,1927,1982,"Q",1406,"Cheap","Good","Cheap",0,"Ward 4",841.130192063036,663.25
1,1,"N",4,1927,1947,"U",1252,"Cheap","Bad","Cheap",0,"Ward 4",565.685424949238,663.25
2,1,"Y",3,1927,1964,"Q",1406,"Cheap","Good","Cheap",0,"Ward 4",696.419413859206,663.25
3,1,"Y",4,1927,1969,"Q",1768,"Expensive","Good","Cheap",1,"Ward 4",911.04335791443,950.53
3,0,"Y",3,1936,1967,"U",1540,"Expensive","Good","Cheap",1,"Ward 4",839.642781187333,782.62
4,0,"Y",6,1936,1967,"Q",2605,"Expensive","Good","Expensive",2,"Ward 4",935.414346693485,782.62
4,1,"Y",5,1938,1984,"Q",1961,"Expensive","Good","Expensive",1,"Ward 4",905.538513813742,782.62
1,0,"N",3,1925,1954,"Q",800,"Expensive","Bad","Cheap",0,"Ward 4",771.848430716809,663.25
2,0,"Y",3,1927,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 4",696.419413859206,663.25
3,1,"Y",3,1928,1967,"Q",1100,"Cheap","Good","Cheap",0,"Ward 4",790.569415042095,782.62
2,1,"Y",3,1929,1967,"Q",1228,"Cheap","Good","Cheap",0,"Ward 4",793.725393319377,782.62
3,0,"Y",3,1929,1967,"Q",1272,"Expensive","Good","Cheap",1,"Ward 4",836.60026296912,782.62
2,0,"N",3,1928,1957,"U",1558,"Expensive","Bad","Cheap",1,"Ward 4",700,782.62
2,0,"N",3,1929,1967,"Q",1392,"Expensive","Good","Cheap",1,"Ward 4",796.868872525461,782.62
2,1,"N",4,1927,1954,"Q",1320,"Expensive","Bad","Cheap",0,"Ward 4",727.323861838727,663.25
1,1,"N",3,1923,1943,"U",1116,"Expensive","Bad","Cheap",0,"Ward 4",655.7438524302,663.25
1,0,"N",3,1925,1960,"Q",1170,"Cheap","Good","Cheap",0,"Ward 4",644.204936336256,782.62
2,0,"Y",3,1925,1967,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",696.419413859206,782.62
3,1,"Y",3,1925,1967,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",784.219357067906,782.62
2,1,"N",3,1927,1957,"Q",1034,"Cheap","Bad","Cheap",0,"Ward 4",620.483682299543,782.62
2,0,"N",3,1925,1967,"Q",1106,"Cheap","Bad","Cheap",0,"Ward 4",648.074069840786,782.62
1,0,"N",3,1929,1947,"Q",1088,"Cheap","Bad","Cheap",0,"Ward 4",632.455532033676,782.62
2,0,"Y",2,1923,1957,"Q",1044,"Expensive","Good","Cheap",1,"Ward 4",707.106781186548,782.62
2,1,"Y",4,1934,1967,"Q",1566,"Expensive","Good","Expensive",1,"Ward 4",832.165848854662,782.62
1,1,"N",3,1937,1957,"U",1502,"Expensive","Bad","Cheap",1,"Ward 4",651.920240520265,782.62
1,1,"Y",2,1930,1967,"Q",1170,"Expensive","Good","Cheap",1,"Ward 4",781.024967590665,782.62
3,1,"Y",5,1938,1967,"Q",2058,"Expensive","Good","Cheap",1,"Ward 4",897.343301083816,782.62
4,0,"Y",6,1934,1967,"Q",1850,"Expensive","Good","Cheap",1,"Ward 4",809.938269252664,782.62
1,0,"Y",3,1927,1967,"Q",1520,"Expensive","Good","Cheap",1,"Ward 4",894.427190999916,782.62
1,0,"N",3,1926,1943,"Q",1192,"Expensive","Bad","Cheap",0,"Ward 4",870.057469366248,663.25
2,1,"Y",3,1926,1964,"Q",1376,"Expensive","Good","Cheap",0,"Ward 4",787.337284776988,663.25
1,1,"Y",4,1923,1964,"U",1634,"Expensive","Good","Cheap",0,"Ward 4",674.536878161602,663.25
2,0,"N",3,1928,1943,"Q",1298,"Expensive","Bad","Cheap",0,"Ward 4",851.410594249332,663.25
3,1,"Y",4,1925,1964,"Q",1690,"Expensive","Good","Cheap",0,"Ward 4",836.062198643139,663.25
1,1,"N",3,1905,1954,"Q",1600,"Expensive","Bad","Cheap",0,"Ward 4",818.535277187245,663.25
1,0,"N",3,1926,1957,"Q",1054,"Cheap","Bad","Cheap",0,"Ward 4",604.152298679729,782.62
2,1,"Y",3,1926,1964,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",691.73694422085,663.25
2,0,"Y",3,1926,1964,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",724.568837309472,663.25
3,1,"Y",4,1928,1967,"Q",1722,"Expensive","Good","Cheap",1,"Ward 4",831.865373723417,782.62
2,1,"N",3,1928,1967,"Q",1640,"Cheap","Good","Cheap",0,"Ward 4",744.983221287567,782.62
3,1,"Y",4,1931,1964,"Q",1622,"Cheap","Good","Cheap",1,"Ward 4",822.192191643779,663.25
3,1,"Y",4,1931,1964,"Q",1559,"Cheap","Good","Cheap",1,"Ward 4",822.192191643779,663.25
2,0,"N",3,1929,1967,"Q",1600,"Expensive","Good","Cheap",1,"Ward 4",809.938269252664,782.62
3,1,"Y",3,1926,1978,"Q",1660,"Expensive","Good","Cheap",0,"Ward 4",867.179335547152,663.25
3,0,"Y",4,1926,1967,"U",1054,"Cheap","Good","Cheap",0,"Ward 4",580.517010948,782.62
2,0,"N",3,1926,1957,"U",1054,"Cheap","Bad","Cheap",0,"Ward 4",644.204936336256,782.62
2,1,"N",3,1948,1968,"Q",1208,"Cheap","Good","Cheap",0,"Ward 4",620.483682299543,663.25
1,1,"N",3,1948,1961,"Q",1088,"Cheap","Bad","Cheap",0,"Ward 4",620.483682299543,782.62
1,0,"N",4,1925,1954,"U",1328,"Expensive","Bad","Cheap",0,"Ward 4",648.074069840786,663.25
1,1,"N",3,1927,1954,"U",1512,"Expensive","Bad","Cheap",0,"Ward 4",594.138031100518,663.25
3,1,"Y",4,1927,1978,"Q",1512,"Expensive","Good","Cheap",0,"Ward 4",812.403840463596,663.25
3,1,"Y",4,1936,1967,"Q",1600,"Cheap","Good","Cheap",1,"Ward 4",841.130192063036,782.62
1,1,"N",2,1927,1954,"Q",832,"Expensive","Good","Cheap",0,"Ward 4",731.43694191639,663.25
1,1,"Y",2,1927,1964,"Q",1072,"Expensive","Good","Cheap",0,"Ward 4",741.552425658497,663.25
2,0,"N",2,1927,1954,"Q",1056,"Expensive","Bad","Cheap",0,"Ward 4",646.529195009785,663.25
1,1,"N",3,1927,1961,"Q",1088,"Expensive","Good","Cheap",0,"Ward 4",836.660026534076,663.25
2,1,"N",4,1927,1954,"Q",1072,"Expensive","Bad","Cheap",0,"Ward 4",774.596669241483,663.25
2,0,"N",3,1936,1957,"Q",1304,"Cheap","Bad","Cheap",0,"Ward 4",696.419413859206,663.25
2,1,"Y",4,1953,1987,"Q",1252,"Cheap","Good","Cheap",0,"Ward 4",771.362431027076,663.25
1,2,"Y",3,1927,1967,"Q",1843,"Expensive","Good","Cheap",1,"Ward 4",866.025403784439,782.62
2,0,"N",4,1940,1967,"Q",1152,"Expensive","Good","Expensive",1,"Ward 4",812.403840463596,782.62
2,0,"Y",3,1940,1967,"Q",1088,"Expensive","Good","Expensive",1,"Ward 4",774.596669241483,782.62
1,1,"N",4,1918,1943,"Q",1520,"Expensive","Bad","Cheap",0,"Ward 4",806.225774829855,663.25
1,1,"N",4,1918,1950,"Q",1520,"Expensive","Bad","Cheap",0,"Ward 4",806.225774829855,663.25
3,1,"Y",4,1923,1964,"Q",1434,"Expensive","Good","Cheap",0,"Ward 4",891.62772500635,663.25
3,1,"Y",4,1915,1980,"Q",1586,"Expensive","Good","Cheap",0,"Ward 4",938.083151964686,782.62
2,1,"N",3,1924,1964,"Q",1640,"Expensive","Good","Cheap",0,"Ward 4",818.535277187245,663.25
1,0,"Y",3,1917,1947,"Q",1421,"Expensive","Bad","Cheap",0,"Ward 4",681.909084849293,782.62
1,0,"N",3,1917,1957,"Q",1645,"Expensive","Bad","Cheap",0,"Ward 4",774.596669241483,782.62
1,1,"N",3,1912,1964,"Q",1360,"Expensive","Bad","Cheap",0,"Ward 4",640.312423743285,663.25
1,0,"N",3,1912,1943,"Q",1360,"Expensive","Bad","Cheap",1,"Ward 4",742.293742395825,663.25
1,0,"N",2,1925,1954,"Q",800,"Expensive","Bad","Cheap",0,"Ward 4",818.535277187245,663.25
2,0,"N",3,1932,1947,"Q",1684,"Expensive","Bad","Cheap",0,"Ward 4",741.619848709566,782.62
1,2,"Y",3,1916,1954,"Q",1258,"Cheap","Bad","Cheap",1,"Ward 4",748.331477354788,663.25
2,1,"Y",3,1925,1961,"Q",1384,"Expensive","Good","Cheap",0,"Ward 4",800,663.25
2,1,"Y",4,1913,1967,"Q",1620,"Expensive","Good","Cheap",0,"Ward 4",894.178393834251,782.62
3,0,"Y",3,1913,1984,"Q",1804,"Expensive","Good","Cheap",0,"Ward 4",987.420882906575,782.62
3,1,"Y",3,1927,1964,"Q",1408,"Expensive","Good","Cheap",0,"Ward 4",826.438140455775,663.25
1,0,"N",2,1927,1943,"Q",1408,"Expensive","Bad","Cheap",0,"Ward 4",880.90862182181,663.25
1,0,"N",3,1927,1943,"Q",1280,"Expensive","Bad","Cheap",0,"Ward 4",774.532116829251,663.25
1,0,"N",3,1925,1943,"Q",1640,"Expensive","Bad","Cheap",0,"Ward 4",689.202437604511,663.25
1,0,"N",3,1925,1943,"Q",1436,"Expensive","Bad","Cheap",0,"Ward 4",910.988474131259,663.25
1,1,"N",3,1925,1943,"U",1116,"Expensive","Bad","Cheap",0,"Ward 4",652.686754883229,663.25
3,1,"Y",4,1925,1964,"Q",1732,"Expensive","Good","Cheap",1,"Ward 4",880.34084308295,663.25
3,0,"Y",4,1925,1964,"Q",1184,"Expensive","Good","Cheap",0,"Ward 4",758.287544405155,663.25
1,1,"N",3,1931,1947,"Q",1224,"Expensive","Bad","Cheap",0,"Ward 4",860.232526704263,782.62
1,2,"N",4,1927,1947,"Q",1324,"Expensive","Bad","Cheap",0,"Ward 4",711.33676975115,782.62
2,0,"N",3,1932,1950,"U",1548,"Expensive","Good","Cheap",0,"Ward 4",678.969807870718,663.25
3,1,"Y",4,1931,1964,"Q",1492,"Expensive","Good","Cheap",0,"Ward 4",886.002257333467,663.25
3,1,"Y",4,1925,1978,"Q",1630,"Expensive","Good","Cheap",0,"Ward 4",927.36184954957,663.25
1,0,"N",3,1925,1964,"Q",1080,"Expensive","Good","Cheap",0,"Ward 4",707.106781186548,663.25
3,1,"Y",4,1927,1984,"Q",1640,"Expensive","Good","Cheap",0,"Ward 4",900,782.62
1,1,"N",3,1927,1967,"Q",1488,"Expensive","Good","Cheap",0,"Ward 4",824.317899842045,782.62
1,0,"N",3,1925,1954,"Q",928,"Expensive","Bad","Cheap",0,"Ward 4",806.225774829855,663.25
3,1,"Y",4,1925,1978,"Q",1216,"Expensive","Good","Cheap",0,"Ward 4",811.788149704096,663.25
3,1,"Y",4,1925,1964,"Q",1248,"Expensive","Good","Cheap",0,"Ward 4",761.511654539837,663.25
2,2,"Y",3,1920,1964,"Q",1440,"Expensive","Good","Cheap",0,"Ward 4",734.846922834953,663.25
3,1,"Y",4,1920,1964,"Q",1404,"Expensive","Good","Cheap",1,"Ward 4",754.983443527075,663.25
2,0,"N",3,1920,1954,"Q",1296,"Expensive","Bad","Cheap",0,"Ward 4",632.454741463767,663.25
3,1,"Y",3,1928,1964,"Q",1472,"Expensive","Good","Cheap",0,"Ward 4",820.060973342836,663.25
3,1,"Y",3,1927,1961,"Q",1408,"Expensive","Bad","Cheap",0,"Ward 4",818.535277187245,663.25
2,0,"N",3,1931,1960,"Q",1420,"Expensive","Bad","Cheap",0,"Ward 4",659.545297913646,782.62
3,1,"Y",4,1931,1970,"Q",1640,"Expensive","Good","Cheap",0,"Ward 4",877.496438739212,663.25
1,1,"N",3,1929,1954,"Q",1280,"Expensive","Bad","Cheap",0,"Ward 4",731.43694191639,663.25
3,1,"Y",5,1928,1964,"Q",1680,"Cheap","Good","Cheap",1,"Ward 4",803.11892021045,663.25
4,0,"N",8,1935,1947,"Q",2652,"Cheap","Bad","Cheap",0,"Ward 4",894.427190999916,782.62
2,0,"N",4,1931,1964,"Q",1512,"Expensive","Bad","Cheap",0,"Ward 4",763.544366752843,663.25
2,0,"N",4,1931,1954,"Q",1476,"Expensive","Bad","Cheap",0,"Ward 4",794.984276574072,663.25
1,0,"N",3,1931,1964,"U",1350,"Expensive","Bad","Cheap",0,"Ward 4",692.098258919931,663.25
2,0,"N",3,1931,1943,"Q",1480,"Expensive","Bad","Cheap",0,"Ward 4",741.619848709566,663.25
1,1,"N",3,1927,1954,"Q",1280,"Expensive","Good","Cheap",1,"Ward 4",667.083203206317,663.25
2,0,"Y",3,1910,1964,"Q",1723,"Expensive","Bad","Cheap",0,"Ward 4",830.662386291807,663.25
1,1,"N",3,1912,1950,"U",1368,"Expensive","Bad","Cheap",0,"Ward 4",725.87877775838,663.25
3,1,"Y",3,1912,1982,"Q",1488,"Expensive","Good","Cheap",0,"Ward 4",935.414346693485,663.25
3,1,"Y",4,1912,1964,"Q",2072,"Expensive","Good","Cheap",0,"Ward 4",961.769203083567,663.25
1,0,"N",3,1912,1954,"U",1645,"Expensive","Bad","Cheap",0,"Ward 4",728.010988928052,663.25
3,0,"Y",4,1927,1964,"Q",1571,"Cheap","Good","Cheap",1,"Ward 4",821.522975941635,663.25
1,0,"Y",4,1930,1967,"Q",1624,"Expensive","Good","Expensive",1,"Ward 4",777.817459305202,782.62
1,1,"Y",3,1930,1967,"U",1830,"Expensive","Good","Cheap",1,"Ward 4",721.110255092798,782.62
3,3,"Y",3,1930,1967,"Q",1760,"Expensive","Good","Cheap",1,"Ward 4",860.232526704263,782.62
3,1,"Y",4,1914,1978,"Q",1760,"Expensive","Good","Cheap",0,"Ward 4",1002.74622911283,663.25
3,1,"Y",4,1921,1978,"Q",1656,"Expensive","Good","Cheap",0,"Ward 4",883.176086632785,663.25
3,1,"Y",4,1921,1964,"Q",1692,"Expensive","Good","Cheap",0,"Ward 4",939.148550549912,663.25
3,1,"Y",4,1916,1978,"Q",2020,"Expensive","Good","Cheap",0,"Ward 4",1024.69507659596,663.25
3,1,"Y",4,1925,1982,"Q",1660,"Expensive","Good","Cheap",0,"Ward 4",889.381807774366,663.25
1,1,"N",3,1914,1943,"Q",1528,"Expensive","Bad","Cheap",0,"Ward 4",741.619848709566,663.25
3,0,"Y",3,1919,1964,"Q",1554,"Expensive","Good","Cheap",0,"Ward 4",886.002257333467,663.25
1,1,"Y",3,1924,1961,"Q",1440,"Expensive","Good","Cheap",0,"Ward 4",846.758525200662,663.25
2,0,"N",3,1924,1943,"Q",1440,"Expensive","Bad","Expensive",0,"Ward 4",692.820323027551,663.25
1,0,"N",2,1914,1954,"U",1376,"Expensive","Bad","Cheap",0,"Ward 4",692.820323027551,663.25
2,0,"N",3,1933,1964,"Q",1548,"Expensive","Bad","Cheap",0,"Ward 4",734.846922834953,663.25
2,1,"N",3,1933,1943,"Q",1386,"Expensive","Bad","Cheap",0,"Ward 4",741.619848709566,663.25
3,0,"N",3,1932,1957,"U",1310,"Expensive","Bad","Cheap",0,"Ward 4",698.569967862919,782.62
1,1,"Y",2,1925,1943,"Q",1136,"Expensive","Bad","Cheap",0,"Ward 4",728.010988928052,663.25
2,0,"Y",2,1925,1964,"Q",1136,"Expensive","Good","Cheap",0,"Ward 4",721.110255092798,663.25
1,0,"N",4,1923,1943,"Q",1200,"Expensive","Bad","Cheap",0,"Ward 4",784.219357067906,663.25
1,0,"N",4,1917,1943,"Q",1668,"Cheap","Good","Cheap",0,"Ward 4",777.817459305202,663.25
1,0,"N",3,1925,1954,"U",1640,"Expensive","Bad","Cheap",0,"Ward 4",632.455532033676,663.25
1,1,"N",3,1926,1950,"U",1152,"Expensive","Bad","Cheap",0,"Ward 4",667.083203206317,663.25
1,0,"N",3,1926,1950,"Q",1408,"Expensive","Bad","Cheap",0,"Ward 4",861.394218694321,663.25
3,1,"Y",3,1925,1964,"Q",1248,"Expensive","Good","Cheap",0,"Ward 4",774.596669241483,663.25
1,0,"N",3,1925,1954,"Q",996,"Expensive","Bad","Cheap",0,"Ward 4",678.232998312527,663.25
2,0,"N",3,1925,1964,"Q",1248,"Expensive","Good","Cheap",0,"Ward 4",851.46931829632,663.25
1,0,"N",3,1925,1943,"Q",1016,"Expensive","Bad","Cheap",0,"Ward 4",640.398313551808,663.25
2,1,"Y",3,1922,1967,"Q",1752,"Expensive","Good","Expensive",1,"Ward 4",894.986033410578,782.62
2,0,"Y",3,1940,1964,"Q",1152,"Expensive","Good","Cheap",0,"Ward 4",766.811580507233,663.25
2,0,"Y",3,1940,1964,"Q",1152,"Expensive","Good","Cheap",0,"Ward 4",784.378735050868,663.25
1,1,"Y",3,1920,1957,"Q",1400,"Expensive","Good","Cheap",0,"Ward 4",803.11892021045,782.62
2,0,"N",4,1922,1964,"Q",1530,"Expensive","Bad","Cheap",0,"Ward 4",781.024967590665,663.25
2,0,"Y",3,1932,1964,"Q",1492,"Expensive","Good","Cheap",0,"Ward 4",758.287544405155,663.25
3,1,"N",4,1932,1964,"Q",1492,"Expensive","Good","Cheap",0,"Ward 4",721.110255092798,663.25
3,1,"Y",3,1927,1964,"Q",1440,"Expensive","Good","Cheap",0,"Ward 4",866.025403784439,663.25
1,1,"N",3,1927,1943,"Q",1116,"Expensive","Bad","Cheap",0,"Ward 4",821.583836257749,663.25
2,0,"N",4,1929,1943,"Q",1280,"Expensive","Bad","Cheap",0,"Ward 4",692.820323027551,663.25
1,1,"N",3,1926,1954,"Q",1080,"Expensive","Bad","Cheap",0,"Ward 4",866.025403784439,663.25
1,1,"N",3,1931,1954,"Q",1222,"Expensive","Bad","Cheap",0,"Ward 4",678.232998312527,663.25
1,1,"N",3,1931,1954,"Q",1512,"Expensive","Bad","Cheap",0,"Ward 4",836.660026534076,663.25
2,2,"Y",3,1932,1964,"Q",1512,"Expensive","Good","Cheap",0,"Ward 4",845.576726264388,663.25
3,1,"Y",4,1932,1978,"Q",1512,"Expensive","Good","Cheap",0,"Ward 4",806.225774829855,663.25
2,1,"N",3,1932,1947,"Q",1452,"Expensive","Bad","Cheap",0,"Ward 4",857.321409974112,782.62
2,0,"N",3,1925,1964,"Q",1320,"Expensive","Good","Cheap",0,"Ward 4",728.010988928052,663.25
3,1,"Y",4,1925,1978,"Q",1680,"Expensive","Good","Cheap",1,"Ward 4",851.46931829632,663.25
1,0,"N",3,1925,1943,"Q",1320,"Expensive","Bad","Cheap",0,"Ward 4",728.010988928052,663.25
1,0,"Y",3,1927,1954,"Q",960,"Expensive","Good","Cheap",1,"Ward 4",687.535453631302,663.25
3,1,"Y",4,1924,1978,"Q",1520,"Expensive","Good","Cheap",0,"Ward 4",911.04335791443,663.25
3,1,"Y",3,1929,1978,"Q",1640,"Expensive","Good","Cheap",0,"Ward 4",857.904423581089,663.25
3,1,"Y",4,1927,1978,"Q",1116,"Expensive","Good","Cheap",0,"Ward 4",851.410594249332,663.25
1,1,"Y",3,1927,1954,"Q",1596,"Expensive","Bad","Cheap",0,"Ward 4",796.868872525461,663.25
2,1,"N",3,1927,1943,"Q",1116,"Expensive","Bad","Cheap",0,"Ward 4",651.920240520265,663.25
1,1,"N",3,1953,1995,"U",1080,"Expensive","Bad","Cheap",1,"Ward 4",728.010988928052,663.25
1,1,"N",3,1927,1964,"Q",1478,"Cheap","Good","Cheap",1,"Ward 4",738.24115301167,663.25
2,0,"N",4,1927,1964,"Q",1279,"Cheap","Good","Cheap",1,"Ward 4",751.664818918645,663.25
1,0,"N",3,1938,1943,"U",1076,"Expensive","Bad","Cheap",0,"Ward 4",651.920240520265,663.25
1,1,"N",3,1938,1943,"Q",1096,"Expensive","Bad","Cheap",0,"Ward 4",659.545297913646,663.25
3,1,"Y",3,1934,1964,"Q",1180,"Cheap","Good","Cheap",0,"Ward 4",764.852927038918,663.25
2,0,"N",3,1935,1954,"Q",1180,"Cheap","Good","Cheap",0,"Ward 4",659.545297913646,663.25
3,1,"Y",4,1927,1984,"Q",1996,"Expensive","Good","Cheap",1,"Ward 4",924.662100445346,782.62
2,1,"Y",4,1910,1967,"Q",1682,"Expensive","Good","Cheap",0,"Ward 4",921.954445729289,782.62
1,1,"N",3,1929,1957,"Q",1153,"Cheap","Bad","Cheap",0,"Ward 4",642.845237985007,782.62
3,1,"Y",3,1926,1972,"U",1169,"Cheap","Good","Cheap",0,"Ward 4",651.920240520265,782.62
1,0,"Y",3,1929,1957,"Q",1250,"Cheap","Bad","Cheap",0,"Ward 4",707.071424963561,782.62
2,1,"N",4,1926,1957,"Q",1541,"Expensive","Good","Cheap",1,"Ward 4",793.725393319377,782.62
1,0,"N",3,1925,1957,"U",1054,"Cheap","Bad","Cheap",0,"Ward 4",597.494769851586,782.62
3,1,"Y",3,1925,1984,"Q",1292,"Cheap","Good","Cheap",0,"Ward 4",779.743547584717,782.62
2,1,"N",3,1925,1957,"Q",1054,"Cheap","Bad","Cheap",0,"Ward 4",616.441400296898,782.62
1,1,"N",3,1925,1947,"Q",1054,"Cheap","Bad","Cheap",0,"Ward 4",620.483682299543,782.62
2,1,"Y",3,1923,1964,"Q",1616,"Expensive","Good","Cheap",0,"Ward 4",751.664818918645,663.25
2,1,"Y",4,1924,1978,"U",1476,"Expensive","Good","Cheap",0,"Ward 4",751.664818918645,663.25
3,1,"Y",4,1925,1978,"Q",1372,"Expensive","Good","Cheap",0,"Ward 4",796.555082841105,663.25
2,1,"Y",3,1915,1964,"Q",1376,"Expensive","Good","Cheap",0,"Ward 4",851.46931829632,663.25
2,0,"Y",3,1915,1964,"Q",1376,"Expensive","Good","Expensive",0,"Ward 4",874.642784226795,663.25
1,0,"N",4,1925,1943,"Q",1176,"Expensive","Bad","Cheap",0,"Ward 4",670.820393249937,663.25
2,1,"Y",3,1929,1964,"Q",1164,"Cheap","Good","Cheap",0,"Ward 4",715.541752799933,663.25
3,1,"Y",3,1929,1964,"Q",1268,"Cheap","Good","Cheap",0,"Ward 4",771.362431027076,663.25
2,0,"N",4,1929,1964,"Q",1100,"Cheap","Bad","Cheap",1,"Ward 4",707.106781186548,663.25
3,1,"Y",3,1926,1964,"Q",1504,"Expensive","Bad","Cheap",0,"Ward 4",812.403840463596,663.25
1,1,"N",2,1927,1954,"Q",1152,"Expensive","Bad","Cheap",0,"Ward 4",801.249024960405,663.25
3,1,"Y",3,1940,1967,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",712.741187248218,782.62
3,0,"Y",3,1926,1967,"Q",1152,"Cheap","Good","Cheap",0,"Ward 4",744.983221287567,782.62
1,0,"Y",3,1926,1967,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",741.619848709566,782.62
2,0,"Y",3,1926,1967,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",739.594483484024,782.62
2,0,"N",3,1926,1967,"Q",1054,"Cheap","Good","Cheap",0,"Ward 4",669.32802122726,782.62
1,1,"N",3,1931,1947,"Q",1462,"Expensive","Bad","Cheap",0,"Ward 4",809.320702811932,782.62
3,0,"Y",4,1912,1943,"U",1932,"Expensive","Bad","Cheap",0,"Ward 4",721.110255092798,663.25
2,1,"Y",4,1930,1967,"Q",1660,"Expensive","Bad","Cheap",1,"Ward 4",774.532116829251,782.62
3,1,"Y",5,1937,1964,"Q",1640,"Cheap","Good","Cheap",1,"Ward 4",836.660026534076,663.25
3,1,"N",3,1937,1964,"Q",1608,"Cheap","Good","Cheap",1,"Ward 4",830.662386291807,663.25
3,1,"Y",5,1895,1967,"Q",1782,"Expensive","Good","Cheap",0,"Ward 5",977.241014284603,782.62
2,1,"Y",3,1928,1964,"Q",1424,"Expensive","Bad","Cheap",0,"Ward 4",754.983443527075,663.25
3,1,"Y",3,1928,1943,"Q",1440,"Expensive","Good","Cheap",0,"Ward 4",871.779788708135,663.25
1,1,"N",3,1959,1976,"Q",1336,"Cheap","Bad","Cheap",0,"Ward 4",665.206734782504,663.25
1,1,"Y",3,1951,1961,"Q",1624,"Cheap","Bad","Cheap",0,"Ward 4",664.07830863536,663.25
2,1,"Y",3,1950,1969,"Q",1448,"Cheap","Good","Cheap",0,"Ward 4",740.263466611719,663.25
1,1,"Y",4,1951,1970,"Q",1448,"Cheap","Bad","Cheap",0,"Ward 4",644.204936336256,663.25
1,2,"Y",3,1950,1960,"Q",1336,"Cheap","Bad","Cheap",0,"Ward 4",632.455532033676,663.25
3,0,"Y",4,1909,1967,"Q",1506,"Expensive","Good","Cheap",0,"Ward 4",799.68743894099,782.62
2,1,"Y",3,1948,1961,"U",1616,"Expensive","Bad","Cheap",1,"Ward 4",827.647267862342,782.62
1,0,"N",3,1913,1947,"Q",1216,"Expensive","Bad","Cheap",1,"Ward 4",935.414346693485,782.62
1,0,"N",3,1913,1947,"U",1280,"Expensive","Bad","Cheap",0,"Ward 4",734.846922834953,782.62
1,0,"N",3,1913,1947,"Q",1304,"Expensive","Bad","Cheap",0,"Ward 4",733.143914930759,782.62
1,1,"Y",4,1927,1950,"Q",1408,"Expensive","Bad","Cheap",0,"Ward 4",768.114574786861,663.25
3,0,"Y",3,1895,1967,"Q",1122,"Expensive","Bad","Cheap",1,"Ward 5",902.773504263389,782.62
2,1,"Y",3,1936,1984,"Q",1619,"Expensive","Good","Cheap",2,"Ward 4",874.928568512881,782.62
3,0,"N",3,1938,1957,"U",1716,"Expensive","Bad","Cheap",2,"Ward 4",728.010988928052,782.62
2,1,"Y",3,1950,1969,"Q",1416,"Cheap","Good","Cheap",0,"Ward 4",754.983443527075,663.25
2,0,"N",4,1925,1964,"Q",1770,"Cheap","Good","Cheap",0,"Ward 4",818.535277187245,663.25
1,1,"Y",3,1955,1973,"Q",1184,"Cheap","Bad","Cheap",0,"Ward 4",659.545297913646,663.25
2,0,"Y",4,1927,1967,"Q",1504,"Expensive","Good","Cheap",1,"Ward 4",858.48704125339,782.62
1,2,"Y",3,1952,1962,"Q",1024,"Cheap","Bad","Cheap",0,"Ward 4",658.027355054484,663.25
1,2,"Y",3,1966,1969,"Q",2176,"Expensive","Bad","Cheap",0,"Ward 4",744.983221287567,782.62
